datetime,gazeX,gazeY,blink
20210601T132055.2435868,0,0,0
20210601T132055.2753869,0,0,0
20210601T132055.4354027,0.075,0.106,0
20210601T132055.5313459,0.075,0.106,0
20210601T132055.6112978,0.05,0.124,0
20210601T132055.6431903,0.05,0.124,0
20210601T132055.7073173,0.061,0.122,0
20210601T132055.7393310,0.061,0.122,0
20210601T132055.8032709,0.063,0.131,0
20210601T132055.8672892,0.063,0.131,0
20210601T132055.9634399,0.07,0.129,0
20210601T132056.0111988,0.07,0.129,0
20210601T132056.0432247,0.052,0.127,0
20210601T132056.1073670,0.052,0.127,0
20210601T132056.1394104,0.039,0.123,0
20210601T132056.1714115,0.039,0.123,0
20210601T132056.3313984,0.03,0.133,0
20210601T132056.3954297,0.03,0.133,0
20210601T132056.4432395,0.033,0.122,0
20210601T132056.5073875,0.033,0.122,0
20210601T132056.5714111,0.036,0.127,0
20210601T132056.6674624,0.036,0.127,0
20210601T132056.6993735,0.025,0.125,0
20210601T132056.7634289,0.025,0.125,0
20210601T132056.7954293,0.013,0.131,0
20210601T132056.8752436,0.013,0.131,0
20210601T132056.9072612,0.001,0.116,0
20210601T132057.0355454,0.001,0.116,0
20210601T132057.0993827,-0.007,0.126,0
20210601T132057.1314143,-0.007,0.126,0
20210601T132057.1633821,-0,0.135,0
20210601T132057.1954249,-0,0.135,0
20210601T132057.3072442,0.002,0.133,0
20210601T132057.3392286,0.002,0.133,0
20210601T132057.4678319,-0.009,0.129,0
20210601T132057.5313846,-0.009,0.129,0
20210601T132057.6274935,-0.014,0.122,0
20210601T132057.6594574,-0.014,0.122,0
20210601T132057.7392350,-0.02,0.128,0
20210601T132057.7712492,-0.02,0.128,0
20210601T132057.8354393,-0.023,0.138,0
20210601T132057.8674354,-0.023,0.138,0
20210601T132057.9313896,-0.017,0.139,0
20210601T132057.9634314,-0.017,0.139,0
20210601T132058.0914494,-0.011,0.138,0
20210601T132058.1392753,-0.011,0.138,0
20210601T132058.2033633,-0.027,0.141,0
20210601T132058.2354254,-0.027,0.141,0
20210601T132058.3314488,-0.026,0.129,0
20210601T132058.3634078,-0.026,0.129,0
20210601T132058.4275703,-0.033,0.138,0
20210601T132058.4600473,-0.033,0.138,0
20210601T132058.5712243,-0.034,0.134,0
20210601T132058.6674295,-0.034,0.134,0
20210601T132058.7314149,-0.024,0.131,0
20210601T132058.7955245,-0.024,0.131,0
20210601T132058.8274073,-0.027,0.125,0
20210601T132058.9234073,-0.027,0.125,0
20210601T132059.0352379,-0.03,0.126,0
20210601T132059.0994217,-0.03,0.126,0
20210601T132059.1634434,-0.037,0.127,0
20210601T132059.2594167,-0.037,0.127,0
20210601T132059.3233522,-0.02,0.136,0
20210601T132059.3554155,-0.02,0.136,0
20210601T132059.4352186,-0.024,0.133,0
20210601T132059.5633222,-0.024,0.133,0
20210601T132059.5953957,-0.034,0.135,0
20210601T132059.6593924,-0.034,0.135,0
20210601T132059.7233833,-0.041,0.127,0
20210601T132059.7554498,-0.041,0.127,0
20210601T132059.8993800,-0.043,0.129,0
20210601T132059.9315917,-0.043,0.129,0
20210601T132059.9634010,-0.048,0.131,0
20210601T132100.0913764,-0.048,0.131,0
20210601T132100.1553682,-0.056,0.134,0
20210601T132100.2352576,-0.056,0.134,0
20210601T132100.2992852,-0.051,0.13,0
20210601T132100.3956085,-0.051,0.13,0
20210601T132100.4273625,0.045,0.15,0
20210601T132100.5234578,0.045,0.15,0
20210601T132100.5873847,0.065,0.145,0
20210601T132100.6194147,0.065,0.145,0
20210601T132100.6992541,0.071,0.15,0
20210601T132100.7312675,0.071,0.15,0
20210601T132100.7634017,0.071,0.147,0
20210601T132100.9234909,0.071,0.147,0
20210601T132100.9875026,0.041,0.149,0
20210601T132101.0514283,0.041,0.149,0
20210601T132101.1312850,0.054,0.134,0
20210601T132101.2274169,0.054,0.134,0
20210601T132101.2914516,0.051,0.142,0
20210601T132101.3554396,0.051,0.142,0
20210601T132101.4513893,0.041,0.145,0
20210601T132101.5312626,0.041,0.145,0
20210601T132101.5632661,0.046,0.138,0
20210601T132101.6274794,0.046,0.138,0
20210601T132101.6914392,0.042,0.141,0
20210601T132101.7554281,0.042,0.141,0
20210601T132101.8194361,0.046,0.141,0
20210601T132101.8514412,0.046,0.141,0
20210601T132101.8835625,0.033,0.147,0
20210601T132101.9632707,0.033,0.147,0
20210601T132101.9952769,0.035,0.145,0
20210601T132102.0594740,0.035,0.145,0
20210601T132102.1554246,0.028,0.152,0
20210601T132102.2194646,0.028,0.152,0
20210601T132102.2834179,0.016,0.152,0
20210601T132102.3632740,0.016,0.152,0
20210601T132102.3953450,-0.001,0.153,0
20210601T132102.4594440,-0.001,0.153,0
20210601T132102.4914657,-0.002,0.15,0
20210601T132102.5234009,-0.002,0.15,0
20210601T132102.6834507,-0.005,0.152,0
20210601T132102.7477565,-0.005,0.152,0
20210601T132102.8272870,-0,0.155,0
20210601T132102.8592786,-0,0.155,0
20210601T132102.9554454,0.002,0.151,0
20210601T132102.9874750,0.002,0.151,0
20210601T132103.0514537,0.005,0.145,0
20210601T132103.1474968,0.005,0.145,0
20210601T132103.1796667,-0.008,0.154,0
20210601T132103.2272769,-0.008,0.154,0
20210601T132103.2914333,-0.01,0.15,0
20210601T132103.3234243,-0.01,0.15,0
20210601T132103.4514384,-0.01,0.148,0
20210601T132103.5154622,-0.01,0.148,0
20210601T132103.5794696,-0.032,0.15,0
20210601T132103.6592918,-0.032,0.15,0
20210601T132103.6912561,-0.021,0.15,0
20210601T132103.7554501,-0.021,0.15,0
20210601T132103.8514347,-0.023,0.15,0
20210601T132103.8833911,-0.023,0.15,0
20210601T132103.9154600,-0.034,0.143,0
20210601T132103.9795057,-0.034,0.143,0
20210601T132104.0592944,-0.051,0.142,0
20210601T132104.1232550,-0.051,0.142,0
20210601T132104.1874783,-0.038,0.14,0
20210601T132104.2194606,-0.038,0.14,0
20210601T132104.3155115,-0.041,0.138,0
20210601T132104.3474351,-0.041,0.138,0
20210601T132104.3795275,-0.038,0.143,0
20210601T132104.5233270,-0.038,0.143,0
20210601T132104.5874517,-0.059,0.144,0
20210601T132104.6834784,-0.059,0.144,0
20210601T132104.7154359,-0.062,0.119,0
20210601T132104.7475106,-0.062,0.119,0
20210601T132104.8115189,-0.068,0.133,0
20210601T132104.9232937,-0.068,0.133,0
20210601T132104.9553125,0.037,0.153,0
20210601T132105.0195216,0.037,0.153,0
20210601T132105.1475666,0.066,0.14,0
20210601T132105.1794349,0.066,0.14,0
20210601T132105.2115506,0.065,0.14,0
20210601T132105.2754317,0.065,0.14,0
20210601T132105.4211178,0.057,0.149,0
20210601T132105.4834970,0.057,0.149,0
20210601T132105.5795271,0.055,0.266,1
20210601T132105.6434653,0.055,0.266,1
20210601T132105.6754694,0.023,0.152,0
20210601T132105.8192551,0.023,0.152,0
20210601T132105.9153834,0.037,0.146,0
20210601T132105.9794201,0.037,0.146,0
20210601T132106.0754896,0.033,0.146,0
20210601T132106.1074961,0.033,0.146,0
20210601T132106.2192981,0.017,0.145,0
20210601T132106.2833827,0.017,0.145,0
20210601T132106.3793654,0.025,0.121,0
20210601T132106.4433792,0.025,0.121,0
20210601T132106.5396478,0.006,0.137,0
20210601T132106.5714704,0.006,0.137,0
20210601T132106.6193489,0.001,0.137,0
20210601T132106.7154567,0.001,0.137,0
20210601T132106.7474430,0.005,0.147,0
20210601T132106.8115285,0.005,0.147,0
20210601T132106.8755087,0.002,0.144,0
20210601T132106.9394656,0.002,0.144,0
20210601T132106.9715046,-0.006,0.136,0
20210601T132107.0833236,-0.006,0.136,0
20210601T132107.1477008,-0,0.145,0
20210601T132107.2114252,-0,0.145,0
20210601T132107.3074865,-0.009,0.139,0
20210601T132107.4034936,-0.009,0.139,0
20210601T132107.4833031,-0.024,0.149,0
20210601T132107.5477587,-0.024,0.149,0
20210601T132107.6755096,-0.025,0.139,0
20210601T132107.7394568,-0.025,0.139,0
20210601T132107.8034993,-0.036,0.14,0
20210601T132107.8354391,-0.036,0.14,0
20210601T132107.9153188,0.05,0.146,0
20210601T132107.9794530,0.05,0.146,0
20210601T132108.0114989,0.054,0.145,0
20210601T132108.1395551,0.054,0.145,0
20210601T132108.2035490,0.074,0.141,0
20210601T132108.2674304,0.074,0.141,0
20210601T132108.3153062,0.066,0.148,0
20210601T132108.4435389,0.066,0.148,0
20210601T132108.4754340,0.048,0.144,0
20210601T132108.5714949,0.048,0.144,0
20210601T132108.6354878,0.062,0.147,0
20210601T132108.6677055,0.062,0.147,0
20210601T132108.7792715,0.067,0.15,0
20210601T132108.8113992,0.067,0.15,0
20210601T132108.9074375,0.069,0.148,0
20210601T132108.9714603,0.069,0.148,0
20210601T132109.0354941,0.046,0.146,0
20210601T132109.1472844,0.046,0.146,0
20210601T132109.2113367,0.051,0.155,0
20210601T132109.2754311,0.051,0.155,0
20210601T132109.3074213,0.035,0.159,0
20210601T132109.4354807,0.035,0.159,0
20210601T132109.4995255,0.031,0.149,0
20210601T132109.5314912,0.031,0.149,0
20210601T132109.6433104,0.037,0.156,0
20210601T132109.7074474,0.037,0.156,0
20210601T132109.7714599,0.032,0.154,0
20210601T132109.8034684,0.032,0.154,0
20210601T132109.9314404,0.023,0.157,0
20210601T132109.9634542,0.023,0.157,0
20210601T132110.0756538,0.014,0.154,0
20210601T132110.1394221,0.014,0.154,0
20210601T132110.1715255,-0.006,0.158,0
20210601T132110.2355191,-0.006,0.158,0
