datetime,gazeX,gazeY,blink
20210601T132602.8784515,0,0,0
20210601T132602.9746327,0,0,0
20210601T132603.0065440,0.055,0.061,0
20210601T132603.1669836,0.055,0.061,0
20210601T132603.2145606,0.06,0.058,0
20210601T132603.2785773,0.06,0.058,0
20210601T132603.3106153,0.044,0.056,0
20210601T132603.4385768,0.044,0.056,0
20210601T132603.5025119,0.046,0.059,0
20210601T132603.5345295,0.046,0.059,0
20210601T132603.5666081,0.038,0.066,0
20210601T132603.6784204,0.038,0.066,0
20210601T132603.7106244,0.054,0.18,1
20210601T132603.8065796,0.054,0.18,1
20210601T132603.9026090,0.013,0.084,1
20210601T132603.9345509,0.013,0.084,1
20210601T132604.0464391,0.012,0.097,1
20210601T132604.1103739,0.012,0.097,1
20210601T132604.2065249,0.003,0.085,0
20210601T132604.2705035,0.003,0.085,0
20210601T132604.3666501,0.001,0.094,0
20210601T132604.4305374,0.001,0.094,0
20210601T132604.5104103,-0.015,0.086,0
20210601T132604.5424055,-0.015,0.086,0
20210601T132604.6065849,-0.016,0.087,0
20210601T132604.6705953,-0.016,0.087,0
20210601T132604.7026929,-0.015,0.086,0
20210601T132604.7986355,-0.015,0.086,0
20210601T132604.8626957,-0.015,0.082,0
20210601T132604.9104267,-0.015,0.082,0
20210601T132604.9424244,-0.024,0.095,0
20210601T132604.9749017,-0.024,0.095,0
20210601T132605.0065308,-0.025,0.095,0
20210601T132605.1346349,-0.025,0.095,0
20210601T132605.2306152,-0.033,0.093,0
20210601T132605.2628509,-0.033,0.093,0
20210601T132605.3743936,-0.047,0.088,0
20210601T132605.4385154,-0.047,0.088,0
20210601T132605.4708915,-0.052,0.079,0
20210601T132605.5986523,-0.052,0.079,0
20210601T132605.6626161,-0.054,0.092,0
20210601T132605.6945825,-0.054,0.092,0
20210601T132605.8385776,-0.05,0.081,0
20210601T132605.9025817,-0.05,0.081,0
20210601T132605.9346067,-0.06,0.102,1
20210601T132606.0305858,-0.06,0.102,1
20210601T132606.0626888,-0.073,0.088,0
20210601T132606.2065803,-0.073,0.088,0
20210601T132606.2383934,0.027,0.105,0
20210601T132606.2705170,0.027,0.105,0
20210601T132606.3985841,0.04,0.099,0
20210601T132606.4625817,0.04,0.099,0
20210601T132606.4945546,0.056,0.108,0
20210601T132606.6064134,0.056,0.108,0
20210601T132606.6384060,0.049,0.105,0
20210601T132606.7025292,0.049,0.105,0
20210601T132606.8306382,0.033,0.105,0
20210601T132606.8945498,0.033,0.105,0
20210601T132607.0064329,0.033,0.109,0
20210601T132607.0384418,0.033,0.109,0
20210601T132607.0704649,0.02,0.125,0
20210601T132607.1346307,0.02,0.125,0
20210601T132607.1666003,0.012,0.122,0
20210601T132607.2306150,0.012,0.122,0
20210601T132607.3265600,0.017,0.126,0
20210601T132607.3585882,0.017,0.126,0
20210601T132607.4704712,-0.003,0.129,0
20210601T132607.5024594,-0.003,0.129,0
20210601T132607.5665842,-0.011,0.123,0
20210601T132607.6305754,-0.011,0.123,0
20210601T132607.7266678,-0.017,0.127,0
20210601T132607.7906695,-0.017,0.127,0
20210601T132607.8704797,-0.03,0.117,0
20210601T132607.9344188,-0.03,0.117,0
20210601T132608.0305100,-0.027,0.122,0
20210601T132608.1265458,-0.027,0.122,0
20210601T132608.1906721,-0.041,0.127,0
20210601T132608.2226090,-0.041,0.127,0
20210601T132608.3344487,-0.059,0.113,0
20210601T132608.3986025,-0.059,0.113,0
20210601T132608.4306150,-0.056,0.111,0
20210601T132608.5908980,-0.056,0.111,0
20210601T132608.6546614,-0.072,0.109,0
20210601T132608.7024187,-0.072,0.109,0
20210601T132608.7344338,-0.078,0.115,0
20210601T132608.7664546,-0.078,0.115,0
20210601T132608.8306119,-0.082,0.116,0
20210601T132608.9265550,-0.082,0.116,0
20210601T132609.0546063,0.014,0.138,0
20210601T132609.0866341,0.014,0.138,0
20210601T132609.2306780,0.048,0.133,0
