datetime,gazeX,gazeY,blink
20210601T130323.7288456,0,0,0
20210601T130323.7931894,0,0,0
20210601T130323.8890921,0.127,-0.074,0
20210601T130324.0169647,0.127,-0.074,0
20210601T130324.0968451,0.108,-0.05,0
20210601T130324.1610037,0.108,-0.05,0
20210601T130324.1929828,0.091,-0.069,0
20210601T130324.2890091,0.091,-0.069,0
20210601T130324.3529967,0.086,-0.075,0
20210601T130324.3850405,0.086,-0.075,0
20210601T130324.5288747,0.07,-0.068,0
20210601T130324.5930042,0.07,-0.068,0
20210601T130324.6250501,0.078,-0.046,0
20210601T130324.6890043,0.078,-0.046,0
20210601T130324.7213983,0.073,-0.057,0
20210601T130324.8490588,0.073,-0.057,0
20210601T130324.9611756,0.065,-0.057,0
20210601T130325.0250544,0.065,-0.057,0
20210601T130325.1209698,0.04,-0.062,0
20210601T130325.1529811,0.04,-0.062,0
20210601T130325.2171280,0.059,-0.059,0
20210601T130325.3288086,0.059,-0.059,0
20210601T130325.3928062,0.053,-0.026,0
20210601T130325.4569937,0.053,-0.026,0
20210601T130325.5209925,0.039,-0.04,0
20210601T130325.6170135,0.039,-0.04,0
20210601T130325.6490295,0.029,-0.049,0
20210601T130325.6811049,0.029,-0.049,0
20210601T130325.7928512,0.035,-0.065,0
20210601T130325.8889480,0.035,-0.065,0
20210601T130325.9530001,0.01,-0.023,0
20210601T130325.9850047,0.01,-0.023,0
20210601T130326.1131478,0.023,-0.047,0
20210601T130326.1930866,0.023,-0.047,0
20210601T130326.2889897,0.003,-0.042,0
20210601T130326.3531098,0.003,-0.042,0
20210601T130326.4169712,0.003,-0.057,0
20210601T130326.4489777,0.014,-0.054,0
20210601T130326.5130682,0.014,-0.054,0
20210601T130326.5450227,-0.009,-0.03,0
20210601T130326.6249157,-0.009,-0.03,0
20210601T130326.6568167,0.02,-0.046,0
20210601T130326.6896613,0.02,-0.046,0
20210601T130326.7849862,0.029,-0.029,0
20210601T130326.8810759,0.029,-0.029,0
20210601T130326.9769915,0.099,-0.039,0
20210601T130327.0249262,0.099,-0.039,0
20210601T130327.0568440,0.05,-0.036,0
20210601T130327.1214008,0.05,-0.036,0
20210601T130327.1850798,0.05,-0.03,0
20210601T130327.2492667,0.05,-0.03,0
20210601T130327.2809788,0.068,-0.043,0
20210601T130327.3771184,0.068,-0.043,0
20210601T130327.4568394,0.031,-0.037,0
20210601T130327.5208141,0.031,-0.037,0
20210601T130327.6169929,0.064,-0.032,0
20210601T130327.6809827,0.064,-0.032,0
20210601T130327.7449989,0.067,0.011,1
20210601T130327.8090267,0.067,0.011,1
20210601T130327.8888280,0.052,0.003,1
20210601T130327.9208393,0.052,0.003,1
20210601T130327.9529905,0.085,-0.034,0
20210601T130328.0490939,0.085,-0.034,0
20210601T130328.0809698,0.046,-0.027,0
20210601T130328.1130895,0.046,-0.027,0
