Tdeblur (ms)
2503.2049
2480.205
2582.2177
2508.2068
2521.7746
2476.1873
2454.2014
2442.2009
2390.1966
2487.2046
2430.183
2488.7131
2503.6915
2423.1959
2512.2077
2409.5263
2913.236
2647.2196
2444.259
2466.2113
2437.1998
2414.1985
2394.1963
2493.2056
2493.2038
2430.1988
2450.1474
2569.2208
2513.1917
2419.1981
2373.3813
2442.1996
2707.227
2644.2134
2343.2434
2535.1934
2448.0626
2565.7367
2624.2153
2418.1944
2386.199
2611.2477
2443.187
