GazeDistanceCovered,HorSaccadeCount,HorSaccadeDistanceMean,HorSaccadeDistanceSD,HorSaccadeDistanceMedian,HorSaccadeDistanceMin,HorSaccadeDistanceMax,HorSaccadeDistanceRange,HorSaccadeTimeBetweenMean,HorSaccadeTimeBetweenSD,HorSaccadeTimeBetweenMedian,HorSaccadeTimeBetweenMin,HorSaccadeTimeBetweenMax,HorSaccadeTimeBetweenRange,VerSaccadeCount,VerSaccadeDistanceMean,VerSaccadeDistanceSD,VerSaccadeDistanceMedian,VerSaccadeDistanceMin,VerSaccadeDistanceMax,VerSaccadeDistanceRange,VerSaccadeTimeBetweenMean,VerSaccadeTimeBetweenSD,VerSaccadeTimeBetweenMedian,VerSaccadeTimeBetweenMin,VerSaccadeTimeBetweenMax,VerSaccadeTimeBetweenRange,OverallSaccadeCount,OverallSaccadeDistanceMean,OverallSaccadeDistanceSD,OverallSaccadeDistanceMedian,OverallSaccadeDistanceMin,OverallSaccadeDistanceMax,OverallSaccadeDistanceRange,OverallSaccadeTimeBetweenMean,OverallSaccadeTimeBetweenSD,OverallSaccadeTimeBetweenMedian,OverallSaccadeTimeBetweenMin,OverallSaccadeTimeBetweenMax,OverallSaccadeTimeBetweenRange,BlinkRatio,BlinkCount,BlinkDurationMean,BlinkDurationSD,BlinkDurationMedian,BlinkDurationMin,BlinkDurationMax,BlinkDurationRange,BlinkTimeBetweenMean,BlinkTimeBetweenSD,BlinkTimeBetweenMedian,BlinkTimeBetweenMin,BlinkTimeBetweenMax,BlinkTimeBetweenRange,class
2.7843037,2,0.0675,0.015500002,0.0675,0.052,0.083000004,0.031000003,6.8399606,3.911982,6.8399606,2.9279788,10.751943,7.823964,0,0,0,0,0,0,0,20,0,20,20,20,0,1,0.10288343,0,0.10288343,0.10288343,0.10288343,0,3.1358726,0,3.1358726,3.1358726,3.1358726,0,0.0067340066,0,0,0,0,0,0,0,20,0,20,20,20,0,inattentive
2.6731958,5,0.065,0.011815242,0.066,0.053,0.08499999,0.031999994,2.9120054,1.3739469,2.5601943,1.311809,5.4558945,4.1440854,0,0,0,0,0,0,0,20,0,20,20,20,0,1,0.1020049,0,0.1020049,0.1020049,0.1020049,0,14.800026,0,14.800026,14.800026,14.800026,0,3.1857142,5,3.0659251,1.7945246,1.9999044,1.4881535,6.048317,4.5601635,0.8765487,0.68997115,0.5908471,0,1.8242126,1.8242126,inattentive
3.7542243,7,0.07128571,0.01875187,0.067,0.056,0.113,0.056999996,2.5508747,2.0084202,1.2957894,0.6078482,6.2236743,5.615826,3,0.117,0.0113137085,0.109000005,0.109,0.133,0.024000004,6.2880397,6.326224,3.2000117,0.5602087,15.103898,14.54369,7,0.120827965,0.014208758,0.11328283,0.10288343,0.14566056,0.042777136,2.694874,2.1660614,1.7279606,0.5602087,7.0237646,6.463556,0.08856089,3,0.47491306,0.0149783855,0.4647722,0.4638776,0.4960894,0.03221181,6.1651654,2.7012029,5.2310896,3.4243422,9.840064,6.415722,inattentive
3.2111516,7,0.066,0.0116128,0.06299999,0.052,0.087,0.034999996,2.7497892,1.3571311,2.416281,0.6720842,5.0880203,4.415936,3,0.11833333,0.02239544,0.103,0.102,0.15,0.048000008,6.17089,6.65691,2.3202093,0.656413,15.536047,14.879634,4,0.118843764,0.018705891,0.1126184,0.10012492,0.15001334,0.049888425,4.812131,6.2439265,1.5120215,0.656413,15.568068,14.911654,0.94666666,7,1.2910146,0.88793844,0.863921,0.4614406,2.9280736,2.466633,1.5501575,1.658106,0.7042392,0,4.767873,4.767873,inattentive
3.1196265,6,0.077,0.023867691,0.0695,0.050000004,0.12100001,0.071,2.4000108,1.4012018,2.4957275,0.7358944,3.888111,3.1522167,1,0.12799999,0,0.12799999,0.12799999,0.12799999,0,14.671878,0,14.671878,14.671878,14.671878,0,4,0.11264568,0.0041171773,0.112785056,0.10816654,0.116846055,0.008679517,3.6240206,4.5553765,1.1840022,0.6240731,11.5040045,10.879931,0.028070176,1,0.5281104,0,0.5281104,0.5281104,0.5281104,0,11.872063,0,11.872063,11.872063,11.872063,0,inattentive
3.492352,8,0.062125,0.009623377,0.062,0.050000004,0.076000005,0.026,2.3560448,1.5448898,2.0962052,0.6719146,5.3441277,4.672213,1,0.127,0,0.127,0.127,0.127,0,12.000256,0,12.000256,12.000256,12.000256,0,2,0.12004663,0.010922838,0.12004663,0.10912379,0.13096946,0.021845676,6.3360214,5.664234,6.3360214,0.671787,12.000256,11.328468,0.020833334,0,0,0,0,0,0,0,20,0,20,20,20,0,inattentive
3.4553587,8,0.06275,0.010848388,0.060000002,0.051,0.085,0.034,2.3320122,1.8162096,1.8479834,0,5.312074,5.312074,0,0,0,0,0,0,0,20,0,20,20,20,0,1,0.103469804,0,0.103469804,0.103469804,0.103469804,0,16.656183,0,16.656183,16.656183,16.656183,0,0.02112676,1,0.4640506,0,0.4640506,0.4640506,0.4640506,0,8.576232,0,8.576232,8.576232,8.576232,0,inattentive
3.5438693,12,0.067666665,0.017622588,0.06299999,0.051,0.112,0.061000004,1.5320047,1.2655853,0.93600106,0,4.3839364,4.3839364,0,0,0,0,0,0,0,20,0,20,20,20,0,3,0.11425414,0.0027674192,0.112605505,0.11200447,0.11815245,0.0061479807,5.599954,4.6596456,5.3918037,0,11.408059,11.408059,0,0,0,0,0,0,0,0,20,0,20,20,20,0,inattentive
