datetime,gazeX,gazeY,blink
20210601T122631.5482536,0,0,0
20210601T122631.7082755,0,0,0
20210601T122631.8043170,-0.009,0.077,0
20210601T122631.9484007,-0.009,0.077,0
20210601T122632.0123342,-0.026,0.066,0
20210601T122632.0763612,-0.026,0.066,0
20210601T122632.1723450,-0.021,0.075,0
20210601T122632.2364278,-0.021,0.075,0
20210601T122632.3162182,-0.054,0.065,0
20210601T122632.3482087,-0.054,0.065,0
20210601T122632.4128461,-0.075,0.05,0
20210601T122632.4764729,-0.075,0.05,0
20210601T122632.5404254,-0.073,0.046,0
20210601T122632.5723708,-0.073,0.046,0
20210601T122632.6685768,-0.077,0.022,0
20210601T122632.7482803,-0.077,0.022,0
20210601T122632.8123195,-0.09,0.035,0
20210601T122632.8763712,-0.09,0.035,0
20210601T122632.9084349,-0.087,0.027,0
20210601T122632.9723812,-0.087,0.027,0
20210601T122633.0363787,-0.102,0.029,0
20210601T122633.0683686,-0.102,0.029,0
20210601T122633.1003928,-0.1,0.054,0
20210601T122633.2763177,-0.1,0.054,0
20210601T122633.3403750,-0.108,0.045,0
20210601T122633.4043538,-0.108,0.045,0
20210601T122633.4683774,-0.102,0.059,0
20210601T122633.5324904,-0.102,0.059,0
20210601T122633.6122072,-0.084,0.03,0
20210601T122633.7083922,-0.084,0.03,0
20210601T122633.7723492,-0.104,0.021,0
20210601T122633.8363326,-0.104,0.021,0
20210601T122633.9323120,-0.104,0.021,0
20210601T122634.0123043,-0.123,0.023,0
20210601T122634.0442042,-0.123,0.023,0
20210601T122634.0766089,-0.13,0.022,1
20210601T122634.1084486,-0.13,0.022,1
20210601T122634.1723357,-0.133,0.034,0
20210601T122634.2363885,-0.133,0.034,0
20210601T122634.3003911,-0.135,0.028,0
20210601T122634.3643886,-0.135,0.028,0
20210601T122634.4445130,-0.137,0.047,1
20210601T122634.4762334,-0.137,0.047,1
20210601T122634.5403510,-0.147,0.035,0
20210601T122634.6043909,-0.147,0.035,0
20210601T122634.6363984,-0.123,0.055,1
20210601T122634.7003976,-0.123,0.055,1
20210601T122634.7324381,-0.138,0.039,1
20210601T122634.8761772,-0.138,0.039,1
20210601T122634.9081660,-0.073,0.041,1
20210601T122634.9723475,-0.073,0.041,1
20210601T122635.0365262,-0.041,0.039,0
20210601T122635.0683243,-0.041,0.039,0
20210601T122635.1644478,-0.027,0.031,0
20210601T122635.2761890,-0.027,0.031,0
20210601T122635.3081920,-0.002,0.005,0
20210601T122635.4043263,-0.002,0.005,0
20210601T122635.5003499,-0.016,0,0
20210601T122635.5323719,-0.016,0,0
20210601T122635.5644085,-0.031,0.007,0
20210601T122635.7402365,-0.031,0.007,0
20210601T122635.8043558,-0.058,0.017,0
20210601T122635.8363466,-0.058,0.017,0
20210601T122635.9323209,-0.044,0.013,0
20210601T122635.9963243,-0.044,0.013,0
